content,timestamp,platform,stock_name,delta_seconds,weight
787 에 787,2025-03-22 04:28:35+00:00,toss,삼성전자,11054.0,0.8799063348767627
주식한지 1주일도 안되는데 주말에는 주가변동이 없나요,2025-03-22 04:27:39+00:00,toss,삼성전자,11110.0,0.8793362099979197
주린이입니다 150만원으로 시작해서 90만원 밖에 안 남았네요 저 한텐 큰돈인데 이런적은 첨이라 어찌할지 모르겄네요,2025-03-22 03:49:51+00:00,toss,삼성전자,13378.0,0.8565539597050729
,2025-03-22 03:44:22+00:00,toss,삼성전자,13707.0,0.8532985153499671
"커뮤 엉망징창이네
다들 줄먹 하세요
67만에 물린 사람들 많아서
올해는 저 위에서 보합할거 같으니까
3년이상 들고 갈 주주 아니면 줄때 먹고 내리는게 맞음",2025-03-22 02:48:11+00:00,toss,삼성전자,17078.0,0.8206471546202989
난 걍 팜 손해안봣으니 된듯 6만대엔 다신 안살거야,2025-03-22 02:14:04+00:00,toss,삼성전자,19125.0,0.8014327892412666
상승장이 언제까지 일까요,2025-03-22 02:09:52+00:00,toss,삼성전자,19377.0,0.7990986824996539
잘한드아,2025-03-22 01:46:55+00:00,toss,삼성전자,20754.0,0.7864639973318962
5년그래프보면 고양이귀,2025-03-22 01:32:45+00:00,toss,삼성전자,21604.0,0.7787647283142033
"4나노 공정수율이 거진80퍼까지 올라갔고 차세대 공정인 hbm패키징 공정하이브리드공정 을 도입을 처음부터 하고있는중
하이닉스는 시작도안함
Gaa공정을 tsmc보다 더 일찍도입해서 데이터 쌓는중임 길게 보면 또 모른다
그리고 현금이 워낙많아서 장비들 다 사들이고 있는중이고
ddr7만드는 장비들 하이닉스는 없는데 삼성은 이미 다수 보유중 이제 이 장비들로 수율을 높이는데 집중하는중
엑시노스도 좀 해보자",2025-03-22 00:25:04+00:00,toss,삼성전자,25665.0,0.7430078930448016
"1 네마녀의 날 별일 없이 끝나 쫄 필요 없음

2 머스크 긴급 라이브 켜서 존버 외치고 회사 상황 설명하자 5 오르며 마감

 정치 때문에 영향 받아서 그렇지 테슬라 미래 가이던스는 밝음

3 나이키 실적은 컨세서스 상회 했지만 관세 영향과 소비 지출 부진으로 인한 미래가이던스 악화로 5 넘게 하락

 실적도 실적이지만 요즘 같이 불확실성 강한 장에서는 미래 가이던스가 상당히 중요하게 영향 미치는 것 같음

4 트럼프 교육부 해체 행정명령

5 미 하원 해외 배터리 의존도 감소법 법안 통과 중국의 CATL  BYD 겨냥 한국 기업에 호재

6 전날 크게 하락 했던 양자주 낙폭 만회하며 보합으로 마무리

1 퀀텀 컴퓨팅  15  0
2 아이온큐  5
3 리게티 컴퓨팅  10  0
4 디웨이브 퀀텀  38

7 젤렌스키 원전 내놓으라는 트형 제안 거절

 고마해라 마니 묵었다 아이가

8 트럼프 차세대 전투기 사업자로 보잉 선정 73조원 짜리 프로젝트

 주가는 겨우 3 오름 저정도면 10 이상 올라야 하는거 아님",2025-03-22 00:21:39+00:00,toss,삼성전자,25870.0,0.7412470590029919
httpsnavermeGipZMWpi,2025-03-22 00:07:12+00:00,toss,삼성전자,26737.0,0.733846046325095
2년이상 기다리는게 그려지네 줄먹하자,2025-03-21 23:51:10+00:00,toss,삼성전자,27699.0,0.7257205339141398
버티신분들 축하해요,2025-03-21 23:33:35+00:00,toss,삼성전자,28754.0,0.7169128987223429
"8만전자 가자
으샤으샤",2025-03-21 23:02:14+00:00,toss,삼성전자,30635.0,0.7014737785466038
"슬슬 해야겠다
7층서 대기",2025-03-21 22:47:24+00:00,toss,삼성전자,31525.0,0.6942850380224075
이쪽은 그냥 재미로만 넣어둔건데 이쪽이 오르네,2025-03-21 22:45:51+00:00,toss,삼성전자,31618.0,0.6935381193813372
10만전자 가즈아,2025-03-21 22:43:12+00:00,toss,삼성전자,31777.0,0.692262990247967
조린이라 뭣도 모르고 팔았다가,2025-03-21 21:54:50+00:00,toss,삼성전자,34679.0,0.6693974398110262
케케 운동할맛 나는구나,2025-03-21 20:25:10+00:00,toss,삼성전자,40059.0,0.6289862809981339
삼전아  공매도입장추카해,2025-03-21 20:20:51+00:00,toss,삼성전자,40318.0,0.6271036013921141
와드디어 평단왔네,2025-03-21 19:19:23+00:00,toss,삼성전자,44006.0,0.6008988246038249
"68층에 진짜 사람들 발목 다 묶여잇는데 올라갈수 잇을까요
나도 75",2025-03-21 17:46:20+00:00,toss,삼성전자,49589.0,0.5632978447181738
더 좋은 투자처가 보이면 매도 아니면 홀딩할생각임,2025-03-21 16:24:03+00:00,toss,삼성전자,54526.0,0.532012675943458
"희안하게도 내가 팔면 
화면상 무조건 내가 판 금액보다
올라가던데이거 혹시
쿠팡으로 예를 들면 쿠팡 주식 말고내가 찜해놓거나 아님 자주 들여다보면
가격이 은근 올라가있는 경우가 많던데
이것도 혹시 화면상 일부러 내가 팔면
더 오르게 보이고 그런거 아닌가욤
쿠팡같은 경우 각각 다른 핸드폰으로
들어가보면 가격이 조금씩 다 다름
뭐 비유가 적절하지 않은건 알지만
어이가 없어서 하소연좀 해보네요
아니 어떻게 열이면 열 다 그러네
아니 이게 웃긴게 
사면 떨어지거나 올라가기도 하는데
팔면 무조건 올라감진짜 신기하네
여러분들은 안그런가요",2025-03-21 15:45:08+00:00,toss,삼성전자,56861.0,0.5178273331769317
저 10월부터 지금까지 묶여이는데 지근팔까여,2025-03-21 15:32:36+00:00,toss,삼성전자,57613.0,0.5133398745829866
"삼전의 위대한발걸음이 다시 시작되려나봅니다
미장매국노
삼전주주애국자
자랑스러워하십시오",2025-03-21 15:09:41+00:00,toss,삼성전자,58988.0,0.5052350656455732
8만 걸어두고 각보고 빼든 가든 해야지,2025-03-21 14:42:35+00:00,toss,삼성전자,60614.0,0.49581573369668996
"삼전 안보려고 19일 전량 매도했는데
열받고 심심해서 
재 진입",2025-03-21 14:18:26+00:00,toss,삼성전자,62063.0,0.4875698292771051
"물타기해야 하는데
우야꼬",2025-03-21 14:02:16+00:00,toss,삼성전자,63033.0,0.48212656755611577
"물렸던 한국인들 우르르 도망가고
호재보고 온 외국인들 들어오네",2025-03-21 13:39:59+00:00,toss,삼성전자,64370.0,0.47472331084719543
가즈아,2025-03-21 13:35:00+00:00,toss,삼성전자,64669.0,0.47308329988781644
1달에 1주씩 쏠쏠하네,2025-03-21 13:16:18+00:00,toss,삼성전자,65791.0,0.46697950564373564
"앞으로 쭉쭉 장대 양봉 나올거에요
화이팅",2025-03-21 13:12:04+00:00,toss,삼성전자,66045.0,0.46560868833661834
까비 58층에사 내렷는데,2025-03-21 13:09:20+00:00,toss,삼성전자,66209.0,0.4647257323228568
최고점에 산 나는 바보  평단가 800올까 싶네요,2025-03-21 12:52:33+00:00,toss,삼성전자,67216.0,0.45934075305680927
"첫 주식  소소하지만 행복함니다
다들 성투하셔요",2025-03-21 12:49:52+00:00,toss,삼성전자,67377.0,0.4584856025909521
"6만전자 
힘내라",2025-03-21 12:47:34+00:00,toss,삼성전자,67515.0,0.4577538837123101
양전됫다,2025-03-21 12:46:36+00:00,toss,삼성전자,67573.0,0.4574466983432948
"모니모 붕어빵 게임 나보다 잘할 수 있겠어 젤리를 모아서 붕어빵 사 먹어요

httpswwmonimocomgame205htmlfrndInvtCdOXGXJAJ",2025-03-21 12:43:48+00:00,toss,삼성전자,67741.0,0.4565580828637658
분위기 좋네요 이분위기 계속이어지길,2025-03-21 12:11:28+00:00,toss,삼성전자,69681.0,0.44642089752639946
외인 며칠재 사재끼는거 머선,2025-03-21 12:01:38+00:00,toss,삼성전자,70271.0,0.4433828064078957
파는 사람이 많네,2025-03-21 11:49:19+00:00,toss,삼성전자,71010.0,0.43960661886642227
와 드디어 85만원,2025-03-21 11:40:40+00:00,toss,삼성전자,71529.0,0.43697384171913123
황스피,2025-03-21 11:05:50+00:00,toss,삼성전자,73619.0,0.4265303477450735
기부니가 좋노,2025-03-21 10:45:32+00:00,toss,삼성전자,74837.0,0.4205596387346837
NVDLNAS0221213008,2025-03-21 10:45:12+00:00,toss,삼성전자,74857.0,0.4204622982331545
정치 테마주로 묶인거치고 엔딩 좋은 꼴을 못봤어,2025-03-21 10:44:39+00:00,toss,삼성전자,74890.0,0.4203017356591895
"타종목 주주님과 삼성주주님  한주 수고 하셔습니다  박스권  연속행보중  박스권  최상단 뚤려서
6만 이상에서  놀지  또 박스권아래
5만 방향으로 갈지요",2025-03-21 10:39:31+00:00,toss,삼성전자,75198.0,0.4188061052118677
개인들이 팔아라 처오를때 그래야 외인이사고 올라간다,2025-03-21 10:33:16+00:00,toss,삼성전자,75573.0,0.4169923094163692
"이재명과의 소름 돋을 만큼 섹시한 만남 때문에 올랐다고 보시나요
탈출한 것을 후회하는 껄무새",2025-03-21 10:29:13+00:00,toss,삼성전자,75816.0,0.4158211662382236
더 떨어질때 살껄껄,2025-03-21 10:22:12+00:00,toss,삼성전자,76237.0,0.4137999290273098
담주 공매 활개칠때 됐넹,2025-03-21 10:16:54+00:00,toss,삼성전자,76555.0,0.4122797147323545
국장 욕한 놈들 미장에서 잘 물려서 털리길 다시는 들어오지 마라 그리고 주식 모르고 주어든 말로 욕하는 예들은 주식 하지 마라,2025-03-21 10:16:40+00:00,toss,삼성전자,76569.0,0.4122129155610648
급격하게 대차잔고가 다시 늘고있다 공매도재개이후 큰폭의하락을 준비하고있을가능성이 있다 경계해야할 부분이다 일단 주가는 띄워놔야 공매도를 쳐도칠거아닌가 선택의기로에 와있다 이제 공매도재개까지 5거래일 남았다 판단미스하면 손실발생할수있다 철저히 분석하고 대비하자 24일은 넥스트레이드에 삼전같은 굵직한 종목도추가된다 어떤변수로 작용할지 알수없다 큰변동을줄만한 매매가 발생할수있을지는 미지수지만 살펴볼필요는 있다,2025-03-21 10:14:41+00:00,toss,삼성전자,76688.0,0.41164555940931047
"점유율 많이 뺏어온다면
가능하다",2025-03-21 10:14:29+00:00,toss,삼성전자,76700.0,0.4115883903851111
"매국노들이 삼성망했다 나라망했다 헛소리 해봐야 
어차피 이재명x이재용 two재 콤비는 무너지지 않습니다 
이완용같이 나라팔아먹고 삼성 열심히 팔아먹으십시오 
계엄령에 푹 빠지셔서 탄핵반대나 외치십시오 
우리는 해냅니다 
이번주 나는 광화문으로 갑니다
삼성과 대한민국 민주주의를 살릴것입니다",2025-03-21 09:56:45+00:00,toss,삼성전자,77764.0,0.4065508375068699
"테슬라 대신 삼성전자 샀더라면서학개미 눈물바다  
httpstossinvestcomulEAZlAA",2025-03-21 09:45:03+00:00,toss,삼성전자,78466.0,0.40326099503556356
"3월 배당락일 지나면 5만원대 복귀 가능성도 있으려나요

겨우 빨간불 들어왔는데",2025-03-21 09:34:22+00:00,toss,삼성전자,79107.0,0.4002802797886543
하하 파니까 또 오르네,2025-03-21 09:31:06+00:00,toss,삼성전자,79303.0,0.3993732657394108
"밑꼬리단 양봉 
거래량
수급
반도체이슈
이재명테마
삼전이 이재명테마주인게 재미있는부분이다
모든게 추가상승여력이 있음을 보여준다
눌리는자리가생기면 더담을준비해야된다",2025-03-21 09:29:59+00:00,toss,삼성전자,79370.0,0.39906368661251945
얜 가만히 놔두니까 17까지 줄었네,2025-03-21 09:28:02+00:00,toss,삼성전자,79487.0,0.3985236536001084
더 태워 말아,2025-03-21 09:27:09+00:00,toss,삼성전자,79540.0,0.39827926382407114
올해 내로 7만 갈거같음,2025-03-21 09:26:25+00:00,toss,삼성전자,79584.0,0.3980764880582983
오 드뎌 육만전자,2025-03-21 09:25:18+00:00,toss,삼성전자,79651.0,0.39776791414466667
욕해서 미안,2025-03-21 09:18:49+00:00,toss,삼성전자,80040.0,0.3959810632729437
이번달 매수 2천억 매도 2조원  역시 수익은 필요 없고 회수만 하면 바로 탈출하는게 맞지 수익 보다가 한순간에 다시 5만전자감,2025-03-21 09:18:02+00:00,toss,삼성전자,80087.0,0.3957657154854205
6만전자 얼마만임,2025-03-21 09:17:55+00:00,toss,삼성전자,80094.0,0.39573365243233954
"처음으로 사봐요 삼전
국장은 처음",2025-03-21 09:13:05+00:00,toss,삼성전자,80384.0,0.3944076064257162
3천원만 더 올라줘,2025-03-21 09:12:35+00:00,toss,삼성전자,80414.0,0.3942706831129359
,2025-03-21 09:08:21+00:00,toss,삼성전자,80668.0,0.39311330239372183
얼마만에 탈출이야,2025-03-21 09:03:17+00:00,toss,삼성전자,80972.0,0.39173255647388383
더 올라줘,2025-03-21 09:01:21+00:00,toss,삼성전자,81088.0,0.39120697214704614
지리게 상승하는구만,2025-03-21 08:56:14+00:00,toss,삼성전자,81395.0,0.38981938626880414
드디어 벗어났누  6개월 걸렸누,2025-03-21 08:51:43+00:00,toss,삼성전자,81666.0,0.3885986044254493
역시 갓갓전자 그저 갓 7만원 가즈아,2025-03-21 08:47:20+00:00,toss,삼성전자,81929.0,0.3874175159874948
개미들이 이렇게 팔아도 주가 올라가는거 보면 외인들의 저력이 무섭긴 하다 정말,2025-03-21 08:44:55+00:00,toss,삼성전자,82074.0,0.38676788140257573
그렇습니닼,2025-03-21 08:39:22+00:00,toss,삼성전자,82407.0,0.3852800824805637
"300원 마이너스 그렇지만
올 가을까지 들고 갈꺼예요
우리 꼭 법시다",2025-03-21 08:35:23+00:00,toss,삼성전자,82646.0,0.38421579199024286
다들 성공 투자 하세요 또 올게요,2025-03-21 08:35:08+00:00,toss,삼성전자,82661.0,0.38414909364964306
,2025-03-21 08:33:29+00:00,toss,삼성전자,82760.0,0.38370917489808626
"전에 삼전 3천 이라고 했는데 어느새 반 정도로 줄었네요
이번 반등에서 제 평단까진 못 올꺼 같아서 한참 더 기다려야 할꺼 알지만 그래도 전보단 희망적이라고 생각해요",2025-03-21 08:32:36+00:00,toss,삼성전자,82813.0,0.3834738699206536
3개월전만 해도 테슬라는 고공행진 삼전은 바닥에바닥이라고 욕하고 그랫는데 지금은 테슬라는 마이너스고 삼전만 플러스네 참 투자 어렵다,2025-03-21 08:24:05+00:00,toss,삼성전자,83324.0,0.38121256419841354
기관이 파니 뭔가 쎄하다,2025-03-21 08:24:01+00:00,toss,삼성전자,83328.0,0.3811949158771187
외국인 공매도 할려고 들어오는군,2025-03-21 08:22:57+00:00,toss,삼성전자,83392.0,0.3809126538271716
,2025-03-21 08:22:16+00:00,toss,삼성전자,83433.0,0.3807319395462554
현재 엔밸로프 상단터치 5일선과 규격이 있기 때문에 5일선 밟으면서 지지 받고 올라 간다고 예상해봅니다,2025-03-21 08:22:02+00:00,toss,삼성전자,83447.0,0.3806702518688452
7층 본전만 찾으면 다시는 주식 쳐다도 안볼랍니다,2025-03-21 08:17:57+00:00,toss,삼성전자,83692.0,0.3795923339942764
잠깐 막판에 쏜건가요 어제 오늘 위로 꺽이고 끝나네 평소와 반대로,2025-03-21 08:17:41+00:00,toss,삼성전자,83708.0,0.3795220456259939
"개인들이 많이 파는거보니 평단 낮은 사람이 많나보네 
개부럽다",2025-03-21 08:16:54+00:00,toss,삼성전자,83755.0,0.37931564880447344
"헬 갔다옴 
6700본전만와라 제발",2025-03-21 08:15:52+00:00,toss,삼성전자,83817.0,0.3790435523435154
부분익절,2025-03-21 08:15:22+00:00,toss,삼성전자,83847.0,0.3789119628456727
외국인이 풀매수 때리네,2025-03-21 08:12:32+00:00,toss,삼성전자,84017.0,0.37816715145730795
"쟌슨황이 2재용2 면 좀 서게 해준다쟈네 
얼른 들어오쇼",2025-03-21 08:11:14+00:00,toss,삼성전자,84095.0,0.3778259046148964
"외국인 순매수는 5만원대부터 계속 있어왔고
여윳돈으로  1년 내외 묶어두기 아주 좋은 타이밍인데 이걸 굳이굳이 파는이유가 뭘까 궁금함

배당은 차치하더라도 1년 보유시 수익률 예금1년
보유 시 리턴보다  높다는거에 내 삼전 주식 건다",2025-03-21 08:10:56+00:00,toss,삼성전자,84113.0,0.3777471990835458
지금 파는 애들은 뭐야  급하게 돈 필요한건가,2025-03-21 08:10:26+00:00,toss,삼성전자,84143.0,0.37761605963022554
삼전은 부동산처럼 투자해야 함 이제 사상 최대 실적이 어쩌고 뉴스 나올때까지 홀딩,2025-03-21 08:04:41+00:00,toss,삼성전자,84488.0,0.3761112241707339
고민이네요,2025-03-21 08:04:24+00:00,toss,삼성전자,84505.0,0.3760372280848132
절대안판다,2025-03-21 08:00:47+00:00,toss,삼성전자,84722.0,0.3750939677617957
분할매도 걸어둔게 안 팔렸네요 다행인가,2025-03-21 08:00:38+00:00,toss,삼성전자,84731.0,0.3750548975084316
다시 제자리 찾지 않을까,2025-03-21 08:00:15+00:00,toss,삼성전자,84754.0,0.3749550697934659
선물도 비실비실하고,2025-03-21 07:59:47+00:00,toss,삼성전자,84782.0,0.374833576263918
킹성전자,2025-03-21 07:59:44+00:00,toss,삼성전자,84785.0,0.3748205614351398
,2025-03-21 07:55:49+00:00,toss,삼성전자,85020.0,0.3738024693993235
좀만 더 기다렸다 팔아야지,2025-03-21 07:52:47+00:00,toss,삼성전자,85202.0,0.373015890167949
무슨 호재인가요,2025-03-21 07:52:32+00:00,toss,삼성전자,85217.0,0.3729511360859716
"고민 하느라 일이안됨
 허전하네",2025-03-21 07:49:08+00:00,toss,삼성전자,85421.0,0.37207159576947285
올 드디어 빨간색,2025-03-21 07:47:25+00:00,toss,삼성전자,85524.0,0.3716283024798448
지금 판매할 수 있나요,2025-03-21 07:44:11+00:00,toss,삼성전자,85718.0,0.37079479541688704
매매가능한가요,2025-03-21 07:40:44+00:00,toss,삼성전자,85925.0,0.36990749622112173
개 야미,2025-03-21 07:39:02+00:00,toss,삼성전자,86027.0,0.36947105754215886
,2025-03-21 07:37:05+00:00,toss,삼성전자,86144.0,0.36897107076085867
삼전 희망퇴직 권고사직 시작하면 상한가 갈텐데,2025-03-21 07:34:56+00:00,toss,삼성전자,86273.0,0.36842058750712214
다음주 또 보쟈,2025-03-21 07:31:54+00:00,toss,삼성전자,86455.0,0.36764533317825276
조금만 더힘냈어야지,2025-03-21 07:31:11+00:00,toss,삼성전자,86498.0,0.3674624070661112
팔앙하나,2025-03-21 07:30:55+00:00,toss,삼성전자,86514.0,0.36739436477261694
"오호 풍악을 울려라
다음주에는 이제 못 담았다고 징징이들이 바톤터치 하겠구만",2025-03-21 07:28:40+00:00,toss,삼성전자,86649.0,0.36682075932361713
"3월 1일부터 20일까지의 수출이 반도체와 선박의 호조세에 힘입어 작년 동기 대비 45 증가한 355억 달러를 기록했습니다 조업일수를 고려한 일평균 수출액 또한 82 증가한 25억 4천만 달러를 기록하며 긍정적인 추세를 보이고 있습니다

httpsMblognavercomgroknewsfeed223804988637",2025-03-21 07:27:00+00:00,toss,삼성전자,86749.0,0.366396443859883
"드디어 빨강 육개월 걸렸는데 
4월에 내 생일있어 7자는 볼 수 있겠지 
화이팅이다",2025-03-21 07:25:51+00:00,toss,삼성전자,86818.0,0.3661039523977561
지금 들어가도 될까나요,2025-03-21 07:25:15+00:00,toss,삼성전자,86854.0,0.3659514408597006
휴 본전 거의 다 찾았네,2025-03-21 07:22:30+00:00,toss,삼성전자,87019.0,0.3652532421558232
월요일 한번더 힘내서 올라가보자,2025-03-21 07:22:18+00:00,toss,삼성전자,87031.0,0.3652025160615841
"개인적인 생각으로는 별 영향 없을 거 같긴 한데
과거 89만원 시절도 아니고 6만원 초반이라",2025-03-21 07:21:44+00:00,toss,삼성전자,87065.0,0.3650588303818465
7만원 가겠네,2025-03-21 07:19:05+00:00,toss,삼성전자,87224.0,0.3643876385078811
개인들 또 겁나 털렸네,2025-03-21 07:18:30+00:00,toss,삼성전자,87259.0,0.3642400576686598
시간외 드디어 빨간불,2025-03-21 07:17:16+00:00,toss,삼성전자,87333.0,0.3639282263623847
"부분익절
총 68매도
남은 수량 543주",2025-03-21 07:17:00+00:00,toss,삼성전자,87349.0,0.36386083848620243
하 얼마만에8만전잔 꿈같네,2025-03-21 07:15:10+00:00,toss,삼성전자,87459.0,0.36339788450053856
삼전 무슨일이고,2025-03-21 07:14:30+00:00,toss,삼성전자,87499.0,0.3632296836775757
첫째가 210둘째가 이븐 셋째가 210 총 이븐인데  씬나,2025-03-21 07:13:35+00:00,toss,삼성전자,87554.0,0.36299853465755477
"개미 꼬시는호가
월욜 조정나올듯",2025-03-21 07:10:38+00:00,toss,삼성전자,87731.0,0.3622556530237338
마참내,2025-03-21 07:09:30+00:00,toss,삼성전자,87799.0,0.36197065657401994
"AI반도체 싸이클과 별개로

레거시반도체 사이클 기대합니다

조금씩 조금씩 매수",2025-03-21 07:09:24+00:00,toss,삼성전자,87805.0,0.3619455205956561
싸다싸,2025-03-21 07:09:23+00:00,toss,삼성전자,87806.0,0.36194133143563284
쫌 팔았어요 6개월 기다림,2025-03-21 07:09:04+00:00,toss,삼성전자,87825.0,0.3618617466067707
희망사항 67,2025-03-21 07:06:03+00:00,toss,삼성전자,88006.0,0.36110447323909023
54에 손절햇는데 딱 일주일만에 오르네,2025-03-21 07:05:52+00:00,toss,삼성전자,88017.0,0.3610585022164093
시간외 가끔저럼 요 몇달하락했을때도 저런식으로 장난많이침,2025-03-21 07:05:05+00:00,toss,삼성전자,88064.0,0.3608621464892538
기관 평균 목표가 700입니다 최소 6후반에 팝시다,2025-03-21 07:04:46+00:00,toss,삼성전자,88083.0,0.3607827989550629
좋은 주차다,2025-03-21 07:04:17+00:00,toss,삼성전자,88112.0,0.36066172319727363
"시간외는 16시 10분에 채결되는거라
지금 가격이 어떤지 신경쓰지 마세요 아무 상관 없습니다",2025-03-21 07:04:01+00:00,toss,삼성전자,88128.0,0.3605949401730783
"저는 이만 익절하고  다시 돌아오겠습니다
모두 화이팅입니다",2025-03-21 07:02:53+00:00,toss,삼성전자,88196.0,0.36031125025167526
"진짜 삼전 뭔일이야 
600손해보고 손절했는데",2025-03-21 07:02:36+00:00,toss,삼성전자,88213.0,0.3602403626510976
하이닉스가 미친듯이 오르던 그 때의 데자뷔가 느껴진다,2025-03-21 07:02:24+00:00,toss,삼성전자,88225.0,0.36019033274177575
왓,2025-03-21 07:02:22+00:00,toss,삼성전자,88227.0,0.3601819950990927
헐 67,2025-03-21 07:01:55+00:00,toss,삼성전자,88254.0,0.3600694558108039
대박이네 마지막에  주차 잘했네담주 기대할께,2025-03-21 07:01:35+00:00,toss,삼성전자,88274.0,0.35998611604591485
더 오를 것 같은데요,2025-03-21 06:58:47+00:00,toss,삼성전자,88442.0,0.35928682313093163
수익 축하드립니다,2025-03-21 06:57:03+00:00,toss,삼성전자,88546.0,0.35885460843264
전 수익률은  높은데  수량이 아쉽네요  52대에  늘리지 못해서  아쉬워요,2025-03-21 06:55:54+00:00,toss,삼성전자,88615.0,0.3585681375597088
"이번에 다시 잡았는데 느낌이 좋네요
8만 아니더라도 7만대만 와주면
좋겠어요 성투하세요",2025-03-21 06:55:31+00:00,toss,삼성전자,88638.0,0.358472698097193
"다음주에 배당금이 3월27일까지 매수 완료를 해야돼내요 진입 시점 애매하내요 옵션만기전 저점을 한번 줄꺼 같은대요
오늘은 기관이 하이닉스도 팔앗내 기관들끼리 짯나
배당 포기해야 됄지도",2025-03-21 06:54:50+00:00,toss,삼성전자,88679.0,0.35830262988020467
삼전 배신한 내가 죄인이다 아,2025-03-21 06:54:38+00:00,toss,삼성전자,88691.0,0.35825286908174564
,2025-03-21 06:53:54+00:00,toss,삼성전자,88735.0,0.35807047193866853
"분할매도를 너무빨리했나
7회에걸쳐 8분에 7매도했는데 계속 오르네",2025-03-21 06:53:31+00:00,toss,삼성전자,88758.0,0.35797516493895243
꺼억,2025-03-21 06:53:19+00:00,toss,삼성전자,88770.0,0.357925449618577
아니이재명을 만나서 오른 게 아니라미국에 삼성이 특허를 많이 냈다고요님들아,2025-03-21 06:53:10+00:00,toss,삼성전자,88779.0,0.3578881676593775
"이 무간지옥 삼전 똥구뎅이에서 탈출할 절호의 타이밍을 포착헤 성공한 대한민국 개미들의 현명함에 박수를 보냅니다 

그동안 마음고생 많이들 하셨습니다

성장성 충만하면서 내실있는 다른 투자처 찾아보면 얼마든지 있습니다 

즐겁고 편안한 주말 보내십시요",2025-03-21 06:53:03+00:00,toss,삼성전자,88786.0,0.35785917326479577
굿,2025-03-21 06:53:00+00:00,toss,삼성전자,88789.0,0.3578467478147782
좀만 더 올라가보자,2025-03-21 06:52:37+00:00,toss,삼성전자,88812.0,0.35775150036332626
