post_id,content,timestamp,Nickname,platform,stock_name
103395200,10만전자 가즈아,2025-03-22T07:43:12+09:00,주식초고슈,toss,삼성전자
103393076,조린이라 뭣도 모르고 팔았다가 ㅠ,2025-03-22T06:54:50+09:00,ddolgi7,toss,삼성전자
103389420,케케케케 운동할맛 나는구나,2025-03-22T05:25:10+09:00,껄무새등판,toss,삼성전자
103389174,삼전아  공매도입장추카해,2025-03-22T05:20:51+09:00,애프릴,toss,삼성전자
103383128,와..드디어 평단왔네;;;,2025-03-22T04:19:23+09:00,왐마야아,toss,삼성전자
103373376,"6~8층에 진짜 사람들 발목 다 묶여잇는데 올라갈수 잇을까요?
나도 7.5 ..",2025-03-22T02:46:20+09:00,Sfvh,toss,삼성전자
103360614,더 좋은 투자처가 보이면 매도 아니면 홀딩할생각임,2025-03-22T01:24:03+09:00,랩소디7,toss,삼성전자
103354398,"희안하게도 내가 팔면 
화면상 무조건 내가 판 금액보다
올라가던데...이거 혹시...
쿠팡으로 예를 들면 (쿠팡 주식 말고)내가 찜해놓거나 아님 자주 들여다보면
가격이 은근 올라가있는 경우가 많던데
이것도 혹시 화면상 일부러 내가 팔면
더 오르게 보이고 그런거 아닌가욤~???
쿠팡같은 경우 각각 다른 핸드폰으로
들어가보면 가격이 조금씩 다 다름~~
뭐 비유가 적절하지 않은건 알지만
어이가 없어서 하소연좀 해보네요..
아니 어떻게 열이면 열 다 그러네!!
아니 이게 웃긴게 ...
사면 떨어지거나 올라가기도 하는데
팔면 무조건 올라감....!!진짜 신기하네
여러분들은 안그런가요........~_~",2025-03-22T00:45:08+09:00,야쿠자경,toss,삼성전자
103352160,저 10월부터 지금까지 묶여이ㅛ는데ㅜ 지근팔까여ㅠㅠㅠ,2025-03-22T00:32:36+09:00,애기병아리에요,toss,삼성전자
103347156,"삼전의 위대한발걸음이 다시 시작되려나봅니다.
미장=매국노
삼전주주=애국자
자랑스러워하십시오",2025-03-22T00:09:41+09:00,큐린이에영,toss,삼성전자
103340454,8만 걸어두고 각보고 빼든 가든 해야지...,2025-03-21T23:42:35+09:00,앙마사냥꿍,toss,삼성전자
103332520,"삼전 안보려고 19일 전량 매도했는데
열받고, 심심해서 ...
재 진입  ㅋㅋ",2025-03-21T23:18:26+09:00,갈때까지가는거야,toss,삼성전자
103326918,"물타기해야 하는데...
우야꼬....!!!",2025-03-21T23:02:16+09:00,천상연,toss,삼성전자
103317780,"물렸던 한국인들 우르르 도망가고
호재보고 온 외국인들 들어오네 ㅋㅋ",2025-03-21T22:39:59+09:00,박진로,toss,삼성전자
103315466,가즈아~~,2025-03-21T22:35:00+09:00,진도주니,toss,삼성전자
103310460,#1달에 1주씩 쏠쏠하네,2025-03-21T22:16:18+09:00,짝퉁김병만,toss,삼성전자
103309768,"앞으로 쭉쭉 장대 양봉 나올거에요
화이팅 !",2025-03-21T22:12:04+09:00,프로겜돌,toss,삼성전자
103309282,까비... 58층에사 내렷는데ㅠ,2025-03-21T22:09:20+09:00,안냐셍,toss,삼성전자
103306406,최고점에 산 나는 바보 ㅋ 평단가 80000올까 싶네요~~,2025-03-21T21:52:33+09:00,여름맘08,toss,삼성전자
103305906,"첫 주식 ㅎㅎ 소소하지만 행복함니다
다들 성투하셔요!",2025-03-21T21:49:52+09:00,zkei,toss,삼성전자
103305514,"6만전자 ㅎㅎ
힘내라!!",2025-03-21T21:47:34+09:00,투지폰,toss,삼성전자
103305344,양전됫다 ㅠㅠ,2025-03-21T21:46:36+09:00,마이너스에서시작,toss,삼성전자
103304816,"모니모 붕어빵 게임, 나보다 잘할 수 있겠어? 젤리를 모아서 붕어빵 사 먹어요!

https://www.monimo.com/game2_05.html?frndInvtCd=OXGXJAJ",2025-03-21T21:43:48+09:00,기다림곧현명한투자,toss,삼성전자
103299428,분위기 좋네요 이분위기 계속이어지길,2025-03-21T21:11:28+09:00,오대수는말이많음,toss,삼성전자
103297782,외인 며칠재 사재끼는거 머선,2025-03-21T21:01:38+09:00,Ydyk,toss,삼성전자
103295936,파는 사람이 많네...,2025-03-21T20:49:19+09:00,애플쥬,toss,삼성전자
103294472,와 드디어 -85만원!!!!!!!!,2025-03-21T20:40:40+09:00,돌고래98,toss,삼성전자
103289538,황스피 ㄷㄷ,2025-03-21T20:05:50+09:00,선형대수권위자,toss,삼성전자
103286464,기부니가 좋노~,2025-03-21T19:45:32+09:00,KTG전문가,toss,삼성전자
103286398,@[NVDL](NAS0221213008),2025-03-21T19:45:12+09:00,한국부동산원,toss,삼성전자
103286314,정치 테마주로 묶인거치고 엔딩 좋은 꼴을 못봤어;;;,2025-03-21T19:44:39+09:00,좌전방하행차트,toss,삼성전자
103285490,"타종목 주주님과 삼성주주님  한주 수고 하셔습니다  박스권  연속행보중  박스권  최상단 뚤려서
6만 이상에서  놀지  또 박스권아래
5만 방향으로 갈지요",2025-03-21T19:39:31+09:00,Musicstory,toss,삼성전자
103284384,개인들이 팔아라 처오를때 그래야 외인이사고 올라간다,2025-03-21T19:33:16+09:00,둥글둥글살자,toss,삼성전자
103283732,"이재명과의 소름 돋을 만큼 섹시한 만남 때문에 올랐다고 보시나요...????
-탈출한 것을 후회하는 껄무새-",2025-03-21T19:29:13+09:00,보글90,toss,삼성전자
103282910,더 떨어질때 살껄껄껄,2025-03-21T19:22:12+09:00,투자하는건축이,toss,삼성전자
103282214,담주 공매 활개칠때 됐넹^^^,2025-03-21T19:16:54+09:00,드나세라마지나타,toss,삼성전자
103282182,국장 욕한 놈들 미장에서 잘 물려서. 털리길 다시는 들어오지 마라 그리고 주식 모르고 주어든 말로 욕하는 예들은 주식 하지 마라 ㅋㅋ,2025-03-21T19:16:40+09:00,08개미,toss,삼성전자
103281990,급격하게 대차잔고가 다시 늘고있다 공매도재개이후 큰폭의하락을 준비하고있을가능성이 있다 경계해야할 부분이다 일단 주가는 띄워놔야 공매도를 쳐도칠거아닌가? 선택의기로에 와있다 이제 공매도재개까지 5거래일 남았다 판단미스하면 손실발생할수있다 철저히 분석하고 대비하자 24일은 넥스트레이드에 삼전같은 굵직한 종목도추가된다 어떤변수로 작용할지 알수없다 큰변동을줄만한 매매가 발생할수있을지는 미지수지만 살펴볼필요는 있다,2025-03-21T19:14:41+09:00,늘푸르다람쥐,toss,삼성전자
103281968,"점유율 많이 뺏어온다면.
가능하다.",2025-03-21T19:14:29+09:00,주식하다망한봇치짱,toss,삼성전자
103279830,"매국노들이 삼성망했다 나라망했다 헛소리 해봐야 
어차피 이재명x이재용 (two재 콤비)는 무너지지 않습니다. 
이완용같이 나라팔아먹고 삼성 열심히 팔아먹으십시오. 
계엄령에 푹 빠지셔서 탄핵반대나 외치십시오 
우리는 해냅니다 
이번주 나는 광화문으로 갑니다
삼성과 대한민국 민주주의를 살릴것입니다 !",2025-03-21T18:56:45+09:00,미라니오,toss,삼성전자
103278224,"테슬라 대신 삼성전자 샀더라면…서학개미 '눈물바다'    
https://tossinvest.com/_ul/EAZlAA",2025-03-21T18:45:03+09:00,주식참어렵구나,toss,삼성전자
103277002,"3월 배당락일 지나면 5만원대 복귀 가능성도 있으려나요...ㅎ

겨우 빨간불 들어왔는데ㅜ",2025-03-21T18:34:22+09:00,5000만원,toss,삼성전자
103276644,하하 파니까 또 오르네ㅠㅠ,2025-03-21T18:31:06+09:00,제제이제,toss,삼성전자
103276510,"밑꼬리단 양봉 
거래량
수급
반도체이슈
이재명테마
삼전이 이재명테마주인게 재미있는부분이다
모든게 추가상승여력이 있음을 보여준다
눌리는자리가생기면 더담을준비해야된다",2025-03-21T18:29:59+09:00,늘푸르다람쥐,toss,삼성전자
103276272,"얜 가만히 놔두니까 -1.7%까지 줄었네!
👍👍👍👍👍👍👍",2025-03-21T18:28:02+09:00,아자아뵤언제나맑음,toss,삼성전자
103276186,더 태워 말아 ???,2025-03-21T18:27:09+09:00,Shinas,toss,삼성전자
103276110,올해 내로 7만 갈거같음?,2025-03-21T18:26:25+09:00,갈등에휘말린판다,toss,삼성전자
103275976,오 드뎌 육만전자,2025-03-21T18:25:18+09:00,깨꿀락지,toss,삼성전자
103275136,욕해서 미안,2025-03-21T18:18:49+09:00,기아고왕,toss,삼성전자
103275048,이번달 매수 2천억 매도 2조원 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 역시 수익은 필요 없고 회수만 하면 바로 탈출하는게 맞지 수익 보다가 한순간에 다시 5만전자감,2025-03-21T18:18:02+09:00,영앤리칯,toss,삼성전자
103275032,6만전자 얼마만임ㅋㅋㅋ,2025-03-21T18:17:55+09:00,펜트하우스주단타,toss,삼성전자
103274340,"처음으로 사봐요 삼전
국장은 처음...",2025-03-21T18:13:05+09:00,강남웅니,toss,삼성전자
103274262,3천원만 더 올라줘ㅜㅠ,2025-03-21T18:12:35+09:00,또르교,toss,삼성전자
103273562,ㅜ,2025-03-21T18:08:21+09:00,하따판독기,toss,삼성전자
103272722,얼마만에 탈출이야,2025-03-21T18:03:17+09:00,나르학과,toss,삼성전자
103272388,더 올라줘 ㅠㅠ,2025-03-21T18:01:21+09:00,가북도사,toss,삼성전자
103271612,지리게 상승하는구만,2025-03-21T17:56:14+09:00,뚠뚠해질개미,toss,삼성전자
103270874,드디어 벗어났누 ㄷㄷ 6개월 걸렸누 ㄷㄷ,2025-03-21T17:51:43+09:00,알라아라코알라,toss,삼성전자
103270178,역시 갓갓전자 그저 갓 7만원 가즈아,2025-03-21T17:47:20+09:00,잭군이,toss,삼성전자
103269774,개미들이 이렇게 팔아도 주가 올라가는거 보면 외인들의 저력이 무섭긴 하다 정말,2025-03-21T17:44:55+09:00,알바전사,toss,삼성전자
103268758,그렇습니닼,2025-03-21T17:39:22+09:00,해윙용,toss,삼성전자
103268164,"300원 마이너스... 그렇지만
올 가을까지 들고 갈꺼예요
우리 꼭 법시다 ㅜㅜ",2025-03-21T17:35:23+09:00,소심한걸그룹,toss,삼성전자
103268098,다들 성공 투자 하세요 또 올게요,2025-03-21T17:35:08+09:00,수민93,toss,삼성전자
103267802,ㅌㅌ,2025-03-21T17:33:29+09:00,박꼬리,toss,삼성전자
103267676,"전에 삼전 -3천 이라고 했는데 어느새 반 정도로 줄었네요
이번 반등에서 제 평단까진 못 올꺼 같아서 한참 더 기다려야 할꺼 알지만 그래도 전보단 희망적이라고 생각해요",2025-03-21T17:32:36+09:00,코스닥인버스,toss,삼성전자
103265918,"3개월전만 해도 테슬라는 고공행진, 삼전은 바닥에바닥이라고 욕하고 그랫는데... 지금은 테슬라는 마이너스고 삼전만 플러스네. 참 투자 어렵다",2025-03-21T17:24:05+09:00,비트냥,toss,삼성전자
103265900,기관이 파니 뭔가 쎄하다,2025-03-21T17:24:01+09:00,예금보다더벌자,toss,삼성전자
103265692,외국인 공매도 할려고 들어오는군,2025-03-21T17:22:57+09:00,Gooddeed,toss,삼성전자
103265524,ㅋ,2025-03-21T17:22:16+09:00,사골쓰,toss,삼성전자
103265464,"< 삼전 시나리오3 >
현재 엔밸로프 상단터치 ,5일선과 규격이 있기 때문에 5일선 밟으면서 지지 받고 올라 간다고 예상해봅니다",2025-03-21T17:22:02+09:00,벤문이,toss,삼성전자
103264614,7층 본전만 찾으면 다시는 주식 쳐다도 안볼랍니다..ㅜㅜ,2025-03-21T17:17:57+09:00,팍쉰김취,toss,삼성전자
103264562,잠깐 막판에 쏜건가요? 어제 오늘 위로 꺽이고 끝나네 평소와 반대로,2025-03-21T17:17:41+09:00,먹어보자투자맨,toss,삼성전자
103264404,"개인들이 많이 파는거보니 평단 낮은 사람이 많나보네 
개부럽다~~",2025-03-21T17:16:54+09:00,오잘주,toss,삼성전자
103264212,"헬 갔다옴 
67000본전만와라 제발",2025-03-21T17:15:52+09:00,니니니니니니냐,toss,삼성전자
103264132,부분익절,2025-03-21T17:15:22+09:00,살걸팔걸그러지말걸,toss,삼성전자
103263444,외국인이 풀매수 때리네,2025-03-21T17:12:32+09:00,파파몽,toss,삼성전자
103263176,"쟌슨황이 2재용2 면 좀 서게 해준다쟈네 
얼른 들어오쇼",2025-03-21T17:11:14+09:00,스르슷,toss,삼성전자
103263136,"외국인 순매수는 5만원대부터 계속 있어왔고
여윳돈으로 - 1년 내외 묶어두기 아주 좋은 타이밍인데 이걸 굳이굳이 파는이유가 뭘까 궁금함

배당은 차치하더라도 1년 보유시 수익률 예금1년
보유 시 리턴보다  높다는거에 내 삼전 주식 건다 ㅋ",2025-03-21T17:10:56+09:00,cinema,toss,삼성전자
103263038,지금 파는 애들은 뭐야?  급하게 돈 필요한건가?,2025-03-21T17:10:26+09:00,급등주예측맨,toss,삼성전자
103261944,삼전은 부동산처럼 투자해야 함~ 이제 사상 최대 실적이 어쩌고 뉴스 나올때까지 홀딩,2025-03-21T17:04:41+09:00,바르뎀,toss,삼성전자
103261888,고민이네요..,2025-03-21T17:04:24+09:00,팔로워시로또1등,toss,삼성전자
103261160,절대안판다,2025-03-21T17:00:47+09:00,수내동흑우,toss,삼성전자
103261132,분할매도 걸어둔게 안 팔렸네요 다행인가?,2025-03-21T17:00:38+09:00,주식천재삐약이,toss,삼성전자
103261084,다시 제자리 찾지 않을까?,2025-03-21T17:00:15+09:00,부자가될주아기,toss,삼성전자
103261038,선물도 비실비실하고...,2025-03-21T16:59:47+09:00,삼전65층2억,toss,삼성전자
103261030,킹성전자,2025-03-21T16:59:44+09:00,눈팅매앤,toss,삼성전자
103260708,ㅋ,2025-03-21T16:55:49+09:00,사골쓰,toss,삼성전자
103260438,좀만 더 기다렸다 팔아야지 ㅋ,2025-03-21T16:52:47+09:00,카르모스,toss,삼성전자
103260418,무슨 호재인가요?,2025-03-21T16:52:32+09:00,막걸lit,toss,삼성전자
103260160,"고민 하느라 일이안됨
 허전하네 😢",2025-03-21T16:49:08+09:00,산탈출,toss,삼성전자
103259992,올 드디어 빨간색 ㅋㅋㅋ,2025-03-21T16:47:25+09:00,가볼까,toss,삼성전자
103259732,지금 판매할 수 있나요?,2025-03-21T16:44:11+09:00,혜리이이이,toss,삼성전자
103259468,매매가능한가요?,2025-03-21T16:40:44+09:00,엘리디아,toss,삼성전자
103259332,개 야미,2025-03-21T16:39:02+09:00,희차니,toss,삼성전자
103259196,ㅎㅎㅎ,2025-03-21T16:37:05+09:00,에그드롭,toss,삼성전자
103258974,삼전 희망퇴직 권고사직 시작하면 상한가 갈텐데,2025-03-21T16:34:56+09:00,킹사우드,toss,삼성전자
103258742,다음주 또 보쟈,2025-03-21T16:31:54+09:00,ET몽,toss,삼성전자
103258680,조금만 더힘냈어야지,2025-03-21T16:31:11+09:00,LeeEunWha,toss,삼성전자
103258658,팔앙ᆢ하나,2025-03-21T16:30:55+09:00,나비소리,toss,삼성전자
103258496,"오호 풍악을 울려라
다음주에는 이제 못 담았다고 징징이들이 바톤터치 하겠구만",2025-03-21T16:28:40+09:00,낭만투자왕,toss,삼성전자
103258370,"3월 1일부터 20일까지의 수출이 반도체와 선박의 호조세에 힘입어 작년 동기 대비 4.5% 증가한 355억 달러를 기록했습니다. 조업일수를 고려한 일평균 수출액 또한 8.2% 증가한 25억 4천만 달러를 기록하며 긍정적인 추세를 보이고 있습니다.

https://M.blog.naver.com/grok_newsfeed/223804988637",2025-03-21T16:27:00+09:00,GROK,toss,삼성전자
103258286,"ㅠㅠ 드디어 빨강! 육개월 걸렸는데 
4월에 내 생일있어 7자는 볼 수 있겠지? 
화이팅이다!!",2025-03-21T16:25:51+09:00,우아우아다,toss,삼성전자
103258240,지금 들어가도 될까나요,2025-03-21T16:25:15+09:00,메포민,toss,삼성전자
103258030,휴 본전 거의 다 찾았네,2025-03-21T16:22:30+09:00,개미탑,toss,삼성전자
103258014,월요일 한번더 힘내서 올라가보자!!,2025-03-21T16:22:18+09:00,나이런남자야,toss,삼성전자
103257978,"개인적인 생각으로는 별 영향 없을 거 같긴 한데...
과거 8-9만원 시절도 아니고 6만원 초반이라",2025-03-21T16:21:44+09:00,HOLDMASTER,toss,삼성전자
103257772,7만원 가겠네 ㅎ,2025-03-21T16:19:05+09:00,장기투자꾼,toss,삼성전자
103257732,개인들 또 겁나 털렸네,2025-03-21T16:18:30+09:00,미오레이오빠,toss,삼성전자
103257640,시간외 드디어 빨간불ㅠ,2025-03-21T16:17:16+09:00,가지마요네즈,toss,삼성전자
103257618,"부분익절
총 6.8%매도
남은 수량 543주",2025-03-21T16:17:00+09:00,댈선생,toss,삼성전자
103257498,하 얼마만에....8만전잔 꿈같네,2025-03-21T16:15:10+09:00,블루탄산,toss,삼성전자
103257444,삼전 무슨일이고 ㄷㄷ,2025-03-21T16:14:30+09:00,찍먹찍,toss,삼성전자
103257370,첫째가 -210.둘째가 이븐. 셋째가 +210 .총 이븐인데  씬나 ㅋㅋㅋㅋ,2025-03-21T16:13:35+09:00,3k빼기도전하는슈랭,toss,삼성전자
103257158,"ㅎ
개미 꼬시는호가
월욜. 조정나올듯",2025-03-21T16:10:38+09:00,치킨사먹게3프로만,toss,삼성전자
103257096,마참내...,2025-03-21T16:09:30+09:00,짐팬지,toss,삼성전자
103257088,"AI반도체 싸이클과 별개로

레거시반도체 사이클 기대합니다.

조금씩 조금씩 매수",2025-03-21T16:09:24+09:00,수익창출마에스트로,toss,삼성전자
103257086,싸다싸,2025-03-21T16:09:23+09:00,코이코이코이,toss,삼성전자
103257054,쫌 팔았어요. 6개월 기다림 ㅠㅜ,2025-03-21T16:09:04+09:00,베타인생,toss,삼성전자
103256822,희망사항 67,2025-03-21T16:06:03+09:00,엔젤레스,toss,삼성전자
103256796,5.4에 손절햇는데 딱 일주일만에 오르네 ㅋㅋ,2025-03-21T16:05:52+09:00,신안리튬망함,toss,삼성전자
103256728,시간외 가끔저럼 요 몇달하락했을때도 저런식으로 장난많이침,2025-03-21T16:05:05+09:00,호홓힛,toss,삼성전자
103256712,"기관 평균 목표가 70,000입니다 최소 6후반에 팝시다..",2025-03-21T16:04:46+09:00,계곡가자,toss,삼성전자
103256656,좋은 주차다,2025-03-21T16:04:17+09:00,봤냐맨이야,toss,삼성전자
103256630,"시간외는 16시 10분에 채결되는거라
지금 가격이 어떤지 신경쓰지 마세요 아무 상관 없습니다",2025-03-21T16:04:01+09:00,띠이이잉,toss,삼성전자
103256526,"저는 이만 익절하고  다시 돌아오겠습니다.
모두 화이팅입니다!",2025-03-21T16:02:53+09:00,배당사랑귀족,toss,삼성전자
103256502,"진짜 삼전 뭔일이야 
600손해보고 손절했는데 🥶",2025-03-21T16:02:36+09:00,투자대회참가자49900,toss,삼성전자
103256486,하이닉스가 미친듯이 오르던 그 때의 데자뷔가 느껴진다,2025-03-21T16:02:24+09:00,워렌뷔PICK,toss,삼성전자
103256472,왓?????😍😍😍😍😍😍,2025-03-21T16:02:22+09:00,제발요탈출만요,toss,삼성전자
103256412,헐 67?,2025-03-21T16:01:55+09:00,잠꾼네,toss,삼성전자
103256376,대박이네 ~마지막에  주차 잘했네~담주 기대할께~,2025-03-21T16:01:35+09:00,해뚜기,toss,삼성전자
103256142,더 오를 것 같은데요?,2025-03-21T15:58:47+09:00,대박로또당첨,toss,삼성전자
103255976,수익 축하드립니다,2025-03-21T15:57:03+09:00,카카우리,toss,삼성전자
103255884,전 수익률은  높은데  수량이 아쉽네요      52대에   늘리지 못해서   아쉬워요,2025-03-21T15:55:54+09:00,후회없게,toss,삼성전자
103255854,"이번에 다시 잡았는데 느낌이 좋네요!
8만 아니더라도 7만대만 와주면
좋겠어요^^ 성투하세요!!",2025-03-21T15:55:31+09:00,도시광산의모든것,toss,삼성전자
103255798,"다음주에 배당금이 3월27일까지 매수 완료를 해야돼내요 진입 시점 애매하내요 옵션만기전 저점을 한번 줄꺼 같은대요
오늘은 기관이 하이닉스도 팔앗내 기관들끼리 짯나?
배당 포기해야 됄지도....",2025-03-21T15:54:50+09:00,푸딩냥콩돌이몽실토끼뽀짝냥냥펀,toss,삼성전자
103255784,삼전 배신한 내가 죄인이다 아 ㅠㅠ,2025-03-21T15:54:38+09:00,핵폭탄2025,toss,삼성전자
103255708,😡,2025-03-21T15:53:54+09:00,선형대수권위자,toss,삼성전자
103255672,"분할매도를 너무빨리했나
7회에걸쳐 8분에 7매도했는데 계속 오르네 ㄷㄷ",2025-03-21T15:53:31+09:00,뚠뚠해질개미,toss,삼성전자
103255660,꺼-억,2025-03-21T15:53:19+09:00,주식은농사다,toss,삼성전자
